iter	Passed	Remaining
1667	30125	150481
1668	30142	150460
1669	30160	150439
1670	30177	150417
1671	30195	150397
1672	30212	150375
1673	30229	150352
1674	30246	150331
1675	30264	150312
1676	30281	150287
1677	30299	150267
1678	30315	150242
1679	30332	150219
1680	30350	150201
1681	30369	150185
1682	30386	150164
1683	30404	150143
1684	30421	150120
1685	30438	150098
1686	30456	150079
1687	30473	150056
1688	30491	150038
1689	30508	150014
1690	30526	149995
1691	30543	149975
1692	30562	149959
1693	30579	149938
1694	30596	149914
1695	30614	149895
1696	30632	149875
1697	30650	149857
1698	30667	149834
1699	30684	149814
1700	30705	149809
1701	30723	149792
1702	30743	149783
1703	30768	149795
1704	30790	149797
1705	30811	149793
1706	30828	149773
1707	30847	149756
1708	30864	149736
1709	30883	149721
1710	30900	149699
1711	30918	149678
1712	30935	149658
1713	30954	149642
1714	30971	149620
1715	30988	149598
1716	31005	149576
1717	31022	149552
1718	31039	149529
1719	31056	149506
1720	31074	149487
1721	31092	149466
1722	31109	149446
1723	31128	149429
1724	31145	149405
1725	31162	149383
1726	31180	149364
1727	31196	149340
1728	31214	149318
1729	31231	149295
1730	31248	149272
1731	31265	149251
1732	31282	149228
1733	31299	149205
1734	31317	149186
1735	31335	149167
1736	31352	149144
1737	31369	149122
1738	31386	149097
1739	31403	149078
1740	31420	149054
1741	31439	149039
1742	31455	149013
1743	31473	148994
1744	31490	148971
1745	31508	148954
1746	31526	148934
1747	31543	148912
1748	31561	148892
1749	31578	148870
1750	31596	148849
1751	31612	148826
1752	31629	148802
1753	31647	148782
1754	31664	148759
1755	31681	148736
1756	31699	148719
1757	31716	148695
1758	31733	148670
1759	31750	148648
1760	31768	148630
1761	31785	148609
1762	31803	148589
1763	31823	148581
1764	31841	148561
1765	31858	148541
1766	31876	148521
1767	31894	148502
1768	31912	148484
1769	31929	148462
1770	31946	148440
1771	31964	148421
1772	31982	148403
1773	32001	148389
1774	32019	148371
1775	32037	148353
1776	32055	148336
1777	32075	148326
1778	32094	148312
1779	32123	148347
1780	32155	148391
1781	32185	148427
1782	32208	148434
1783	32228	148425
1784	32247	148409
1785	32265	148391
1786	32284	148380
1787	32303	148365
1788	32322	148353
1789	32342	148339
1790	32360	148321
1791	32378	148305
1792	32397	148293
1793	32416	148277
1794	32436	148266
1795	32456	148256
1796	32474	148240
1797	32492	148220
1798	32509	148200
1799	32526	148178
1800	32544	148156
1801	32561	148134
1802	32579	148114
1803	32596	148094
1804	32613	148071
1805	32630	148049
1806	32648	148029
1807	32667	148017
1808	32684	147994
1809	32702	147972
1810	32719	147953
1811	32737	147930
1812	32756	147918
1813	32773	147894
1814	32790	147874
1815	32809	147857
1816	32827	147841
1817	32844	147819
1818	32861	147796
1819	32878	147772
1820	32895	147750
1821	32913	147732
1822	32931	147713
1823	32948	147689
1824	32966	147672
1825	32985	147655
1826	33003	147637
1827	33021	147621
1828	33038	147600
1829	33055	147577
1830	33073	147555
1831	33089	147531
1832	33106	147508
1833	33125	147491
1834	33142	147469
1835	33159	147449
1836	33177	147427
1837	33194	147407
1838	33212	147386
1839	33230	147369
1840	33248	147349
1841	33265	147327
1842	33283	147312
1843	33300	147289
1844	33317	147266
1845	33335	147248
1846	33354	147231
1847	33371	147211
1848	33388	147186
1849	33406	147169
1850	33425	147154
1851	33443	147137
1852	33463	147127
1853	33481	147110
1854	33500	147094
1855	33518	147077
1856	33537	147061
1857	33557	147053
1858	33575	147035
1859	33594	147021
1860	33613	147005
1861	33631	146987
1862	33649	146972
1863	33668	146958
1864	33686	146938
1865	33704	146918
1866	33722	146899
1867	33740	146883
1868	33758	146865
1869	33778	146856
1870	33797	146841
1871	33815	146823
1872	33832	146802
1873	33850	146781
1874	33867	146760
1875	33885	146741
1876	33903	146720
1877	33921	146703
1878	33938	146683
1879	33956	146663
1880	33973	146638
1881	33990	146617
1882	34007	146596
1883	34024	146573
1884	34042	146555
1885	34059	146533
1886	34078	146519
1887	34096	146498
1888	34115	146484
1889	34133	146464
1890	34150	146442
1891	34166	146419
1892	34184	146398
1893	34202	146380
1894	34219	146356
1895	34236	146336
1896	34254	146315
1897	34272	146297
1898	34289	146278
1899	34308	146262
1900	34326	146242
1901	34343	146222
1902	34362	146206
1903	34379	146186
1904	34397	146165
1905	34414	146142
1906	34442	146166
1907	34462	146159
1908	34489	146176
1909	34522	146223
1910	34554	146262
1911	34586	146303
1912	34610	146313
1913	34633	146314
1914	34655	146312
1915	34676	146307
1916	34698	146307
1917	34720	146303
1918	34740	146292
1919	34762	146292
1920	34782	146282
1921	34800	146262
1922	34817	146242
1923	34838	146232
1924	34856	146217
1925	34875	146203
1926	34893	146184
1927	34911	146166
1928	34929	146146
1929	34946	146125
1930	34963	146101
1931	34980	146077
1932	34997	146054
1933	35014	146033
1934	35033	146017
1935	35050	145994
1936	35068	145976
1937	35085	145953
1938	35102	145932
1939	35119	145908
1940	35137	145889
1941	35154	145867
1942	35172	145848
1943	35189	145827
1944	35206	145805
1945	35224	145786
1946	35245	145779
1947	35324	146013
1948	35342	145994
1949	35361	145978
1950	35379	145961
1951	35398	145947
1952	35415	145924
1953	35433	145904
1954	35450	145880
1955	35467	145859
1956	35485	145838
1957	35501	145814
1958	35520	145797
1959	35536	145773
1960	35554	145752
1961	35571	145729
1962	35591	145718
1963	35608	145699
1964	35625	145675
1965	35642	145653
1966	35660	145633
1967	35677	145611
1968	35694	145588
1969	35712	145569
1970	35729	145546
1971	35746	145523
1972	35763	145503
1973	35781	145480
1974	35797	145457
1975	35814	145434
1976	35832	145412
1977	35849	145392
1978	35867	145372
1979	35885	145355
1980	35903	145336
1981	35920	145312
1982	35937	145290
1983	35955	145272
1984	35972	145247
1985	35989	145224
1986	36006	145202
1987	36022	145178
1988	36040	145158
1989	36058	145139
1990	36075	145118
1991	36092	145093
1992	36110	145074
1993	36126	145050
1994	36144	145031
1995	36162	145011
1996	36179	144989
1997	36196	144967
1998	36214	144949
1999	36231	144925
2000	36248	144902
2001	36266	144884
2002	36283	144863
2003	36302	144847
2004	36319	144824
2005	36338	144809
2006	36355	144786
2007	36372	144765
2008	36390	144745
2009	36407	144725
2010	36425	144704
2011	36445	144693
2012	36464	144680
2013	36487	144680
2014	36518	144714
2015	36546	144734
2016	36566	144723
2017	36587	144717
2018	36608	144710
2019	36629	144702
2020	36648	144688
2021	36667	144673
2022	36687	144664
2023	36705	144645
2024	36726	144638
2025	36746	144627
2026	36766	144617
2027	36788	144613
2028	36808	144602
2029	36827	144590
2030	36847	144576
2031	36866	144561
2032	36883	144541
2033	36901	144523
2034	36919	144503
2035	36937	144484
2036	36956	144467
2037	36973	144445
2038	36989	144422
2039	37007	144400
2040	37025	144381
2041	37042	144359
2042	37059	144337
2043	37085	144348
2044	37111	144363
2045	37134	144363
2046	37157	144363
2047	37186	144389
2048	37223	144441
2049	37253	144471
2050	37287	144512
2051	37328	144584
2052	37355	144600
2053	37378	144599
2054	37398	144589
2055	37419	144583
2056	37441	144576
2057	37460	144562
2058	37479	144549
2059	37508	144570
2060	37528	144559
2061	37550	144557
2062	37568	144536
2063	37585	144514
2064	37602	144493
2065	37619	144470
2066	37637	144450
2067	37655	144429
2068	37673	144411
2069	37703	144437
2070	37722	144424
2071	37740	144405
2072	37760	144392
2073	37778	144374
2074	37796	144355
2075	37814	144337
2076	37833	144321
2077	37852	144304
2078	37873	144298
2079	37895	144293
2080	37913	144275
2081	37932	144259
2082	37950	144240
2083	37970	144228
2084	37992	144226
2085	38013	144217
2086	38035	144214
2087	38054	144197
2088	38078	144202
2089	38098	144191
2090	38121	144190
2091	38139	144173
2092	38159	144160
2093	38180	144153
2094	38200	144139
2095	38218	144122
2096	38239	144113
2097	38260	144105
2098	38278	144085
2099	38295	144065
2100	38314	144050
2101	38332	144030
2102	38350	144010
2103	38367	143988
2104	38385	143969
2105	38404	143953
2106	38428	143958
2107	38447	143942
2108	38466	143925
2109	38485	143908
2110	38502	143887
2111	38520	143866
2112	38537	143844
2113	38553	143820
2114	38571	143801
2115	38588	143778
2116	38611	143777
2117	38629	143759
2118	38646	143734
2119	38665	143717
2120	38682	143697
2121	38700	143677
2122	38718	143658
2123	38736	143639
2124	38753	143615
2125	38769	143591
2126	38791	143584
2127	38809	143565
2128	38827	143548
2129	38844	143525
2130	38866	143518
2131	38890	143521
2132	38908	143503
2133	38925	143481
2134	38942	143459
2135	38966	143461
2136	38983	143439
2137	39000	143416
2138	39018	143394
2139	39035	143371
2140	39051	143347
2141	39068	143324
2142	39085	143301
2143	39102	143279
2144	39121	143262
2145	39139	143244
2146	39164	143250
2147	39181	143228
2148	39198	143204
2149	39215	143181
2150	39232	143157
2151	39249	143135
2152	39266	143113
2153	39282	143089
2154	39299	143066
2155	39316	143043
2156	39333	143018
2157	39355	143013
2158	39373	142996
2159	39390	142971
2160	39410	142960
2161	39427	142938
2162	39444	142914
2163	39461	142892
2164	39479	142872
2165	39496	142852
2166	39514	142832
2167	39537	142830
2168	39556	142814
2169	39573	142793
2170	39590	142769
2171	39607	142747
2172	39624	142725
2173	39642	142705
2174	39664	142700
2175	39684	142689
2176	39701	142667
2177	39720	142649
2178	39741	142641
2179	39758	142621
2180	39776	142601
2181	39793	142579
2182	39810	142557
2183	39827	142533
2184	39844	142511
2185	39862	142492
2186	39879	142467
2187	39896	142445
2188	39915	142431
2189	39936	142421
2190	39954	142402
2191	39972	142383
2192	39990	142363
2193	40009	142349
2194	40028	142332
2195	40046	142314
2196	40064	142297
2197	40084	142284
2198	40110	142291
2199	40129	142276
2200	40147	142259
2201	40165	142238
2202	40183	142218
2203	40202	142204
2204	40221	142187
2205	40238	142167
2206	40257	142151
2207	40277	142137
2208	40298	142131
2209	40318	142117
2210	40334	142093
2211	40351	142071
2212	40368	142047
2213	40385	142024
2214	40403	142003
2215	40420	141982
2216	40438	141963
2217	40455	141940
2218	40477	141934
2219	40495	141917
2220	40513	141897
2221	40531	141877
2222	40547	141853
2223	40565	141832
2224	40583	141812
2225	40600	141791
2226	40618	141774
2227	40636	141753
2228	40657	141744
2229	40674	141723
2230	40693	141705
2231	40711	141686
2232	40728	141666
2233	40746	141645
2234	40764	141625
2235	40781	141606
2236	40799	141585
2237	40817	141565
2238	40840	141565
2239	40859	141547
2240	40877	141528
2241	40894	141507
2242	40912	141486
2243	40929	141465
2244	40947	141445
2245	40965	141426
2246	40983	141407
2247	41000	141387
2248	41023	141385
2249	41042	141367
2250	41059	141345
2251	41076	141322
2252	41093	141300
2253	41111	141280
2254	41128	141260
2255	41145	141237
2256	41162	141216
2257	41180	141195
2258	41202	141191
2259	41222	141179
2260	41240	141158
2261	41257	141134
2262	41274	141113
2263	41291	141090
2264	41308	141067
2265	41325	141047
2266	41342	141025
2267	41361	141007
2268	41378	140986
2269	41399	140976
2270	41418	140960
2271	41435	140938
2272	41453	140918
2273	41470	140896
2274	41487	140876
2275	41504	140853
2276	41521	140830
2277	41538	140808
2278	41555	140785
2279	41572	140762
2280	41593	140755
2281	41611	140736
2282	41628	140713
2283	41646	140692
2284	41663	140670
2285	41679	140646
2286	41697	140625
2287	41714	140603
2288	41732	140585
2289	41750	140564
2290	41769	140548
2291	41789	140537
2292	41806	140515
2293	41823	140495
2294	41841	140474
2295	41858	140452
2296	41875	140428
2297	41892	140407
2298	41910	140388
2299	41927	140365
2300	41948	140356
2301	41966	140337
2302	41984	140318
2303	42002	140299
2304	42019	140277
2305	42036	140254
2306	42053	140231
2307	42069	140208
2308	42087	140189
2309	42104	140167
2310	42122	140146
2311	42144	140141
2312	42162	140121
2313	42178	140097
2314	42197	140079
2315	42215	140063
2316	42232	140040
2317	42250	140020
2318	42275	140025
2319	42294	140007
2320	42315	140000
2321	42333	139979
2322	42351	139960
2323	42368	139939
2324	42386	139920
2325	42404	139900
2326	42421	139878
2327	42438	139857
2328	42455	139833
2329	42471	139810
2330	42489	139790
2331	42510	139782
