iter	F1	CrossEntropy
886	0.9031821259	0.1679962981
887	0.9031821259	0.1679362159
888	0.9031821259	0.1678279718
889	0.9042301184	0.1676651946
890	0.9042301184	0.1675303039
891	0.9042301184	0.1674784496
892	0.9042301184	0.1674652196
893	0.9042301184	0.1674598478
894	0.9042301184	0.167301584
895	0.9042301184	0.1671362107
896	0.9042301184	0.1671151091
897	0.9042301184	0.1670556704
898	0.9042301184	0.1670123611
899	0.9039242219	0.1668672118
900	0.9039242219	0.1668547445
901	0.9042301184	0.1667057935
902	0.9042301184	0.1666986622
903	0.9042301184	0.166685835
904	0.9042301184	0.1666659373
905	0.9042301184	0.1665324477
906	0.9042301184	0.1665225972
907	0.9042301184	0.1664712633
908	0.9042301184	0.1664551405
909	0.9042301184	0.1663742681
910	0.9042301184	0.1663596224
911	0.9042301184	0.1662920976
912	0.9042301184	0.1662707045
913	0.9039242219	0.1661955951
914	0.9039242219	0.1660890013
915	0.9039242219	0.1660707576
916	0.9042948935	0.1658662485
917	0.9042948935	0.1658561427
918	0.9039242219	0.1658273619
919	0.9039242219	0.1657911927
920	0.9046008119	0.1657006823
921	0.9046008119	0.1656927041
922	0.9042948935	0.1656772426
923	0.9046008119	0.1655885768
924	0.9046008119	0.1655697261
925	0.9046008119	0.1655406105
926	0.9046008119	0.1655105263
927	0.9046653144	0.1653940414
928	0.9046653144	0.1653705911
929	0.9049712546	0.1653181332
930	0.9049712546	0.1653099802
931	0.9049712546	0.1651528388
932	0.9049712546	0.1651370345
933	0.9046008119	0.1649052659
934	0.9049069374	0.1648283461
935	0.9049069374	0.1647994232
936	0.9049069374	0.1647781098
937	0.9046008119	0.1646833486
938	0.9046008119	0.1646188975
939	0.9046008119	0.1645963294
940	0.9046008119	0.1645826744
941	0.9046008119	0.1645342744
942	0.9046008119	0.1644877446
943	0.9046008119	0.1643653694
944	0.9046008119	0.1643487756
945	0.9049712546	0.1642742876
946	0.9049712546	0.1642492089
947	0.9049712546	0.1642323096
948	0.9049712546	0.1642093264
949	0.9049712546	0.1640400357
950	0.9046008119	0.1638850125
951	0.9046008119	0.1636975248
952	0.9046008119	0.1636799144
953	0.9046008119	0.1635736016
954	0.9046008119	0.1635355537
955	0.9042948935	0.1634045057
956	0.9042948935	0.1633864306
957	0.9046008119	0.1632505661
958	0.9049712546	0.1631408025
959	0.9049712546	0.163126448
960	0.9049712546	0.1631085245
961	0.9049712546	0.1630841757
962	0.9049712546	0.1629785428
963	0.9046008119	0.1628908786
964	0.9046008119	0.1628365553
965	0.9052774019	0.1627223426
966	0.9056476158	0.1626506942
967	0.9056476158	0.1626278547
968	0.9056476158	0.1625484134
969	0.9053414469	0.1624430916
970	0.9053414469	0.1624164807
971	0.9053414469	0.1623649992
972	0.9053414469	0.1623379391
973	0.9053414469	0.162316784
974	0.9053414469	0.1622981277
975	0.9053414469	0.1622717078
976	0.9053414469	0.1622466727
977	0.9053414469	0.1622278297
978	0.9053414469	0.1621945872
979	0.905711389	0.1621487806
980	0.905711389	0.1621429589
981	0.9060175794	0.1620997447
982	0.9060175794	0.1620863002
983	0.9056476158	0.1620425231
984	0.9052774019	0.1619611799
985	0.9056476158	0.1618792539
986	0.9056476158	0.1618659724
987	0.9056476158	0.1617221615
988	0.9056476158	0.1617061095
989	0.9056476158	0.1616907652
990	0.9056476158	0.1616814204
991	0.9056476158	0.1614801368
992	0.9056476158	0.1614433554
993	0.9056476158	0.1613619432
994	0.9056476158	0.1613452428
995	0.9067567568	0.1613014476
996	0.9067567568	0.1612795232
997	0.9067567568	0.161182415
998	0.9067567568	0.1611318204
999	0.9067567568	0.1611142382
1000	0.9067567568	0.161103839
1001	0.9067567568	0.1609554309
1002	0.9067567568	0.1609152616
1003	0.9067567568	0.1608224363
1004	0.9067567568	0.1607539111
1005	0.9067567568	0.1606044357
1006	0.9067567568	0.1605885756
1007	0.9067567568	0.1605044635
1008	0.907063197	0.1604771889
1009	0.9067567568	0.1604117302
1010	0.907125971	0.1603455073
1011	0.907125971	0.1602946149
1012	0.907125971	0.1602830918
1013	0.907125971	0.1602673751
1014	0.907125971	0.1602170934
1015	0.907125971	0.1600878035
1016	0.907125971	0.1600731479
1017	0.907125971	0.160057808
1018	0.907125971	0.1600391548
1019	0.907125971	0.159996335
1020	0.907125971	0.1599817823
1021	0.907125971	0.1599174297
1022	0.9067567568	0.1597781238
1023	0.9067567568	0.1597624372
1024	0.9067567568	0.1597420642
1025	0.9078636517	0.159590443
1026	0.9081701553	0.1594641784
1027	0.9078636517	0.1594391785
1028	0.9078636517	0.1592746843
1029	0.9078636517	0.1592372158
1030	0.9078636517	0.1590026097
1031	0.9078636517	0.1589652663
1032	0.9078636517	0.1589543036
1033	0.9078636517	0.1589370843
1034	0.9078636517	0.1589198067
1035	0.9082321188	0.1588921754
1036	0.9082321188	0.1587771891
1037	0.9082321188	0.1587403832
1038	0.9086003373	0.1586579808
1039	0.9086003373	0.1586427083
1040	0.9092748735	0.1584590042
1041	0.9089068826	0.1583595334
1042	0.9089068826	0.158341736
1043	0.9089068826	0.1583265343
1044	0.9092748735	0.1582178741
1045	0.9092748735	0.1580520198
1046	0.9092748735	0.157985989
1047	0.9092748735	0.1579575102
1048	0.9092748735	0.1578863297
1049	0.9092748735	0.1578586407
1050	0.9092748735	0.1578416248
1051	0.9092748735	0.157818494
1052	0.9092748735	0.1577957529
1053	0.9095816464	0.1577126763
1054	0.9095816464	0.1576849941
1055	0.9095816464	0.1576685149
1056	0.9099494098	0.1575395113
1057	0.9099494098	0.1574949394
1058	0.9099494098	0.1574800559
1059	0.9102564103	0.1574143368
1060	0.9102564103	0.1574016956
1061	0.9102564103	0.1573874462
1062	0.9102564103	0.1573589356
1063	0.9102564103	0.1573273394
1064	0.9102564103	0.157289715
1065	0.9102564103	0.1570614575
1066	0.9102564103	0.1570359528
1067	0.9102564103	0.1568347704
1068	0.9112984823	0.1566478488
1069	0.9112984823	0.1566315848
1070	0.9112984823	0.1565866362
1071	0.9112984823	0.1565695143
1072	0.9112984823	0.1564912426
1073	0.9112984823	0.1564774902
1074	0.9112984823	0.1564669192
1075	0.9112984823	0.1564414911
1076	0.9112984823	0.1564242339
1077	0.9116655428	0.1562362515
1078	0.9116655428	0.1562135122
1079	0.9116655428	0.1561663409
1080	0.9116655428	0.1560983343
1081	0.9112984823	0.156070063
1082	0.9112984823	0.1560420284
1083	0.9116655428	0.1558909439
1084	0.9116655428	0.1557528032
1085	0.9116655428	0.1557460756
1086	0.9120323559	0.1557260284
1087	0.9120323559	0.1556602077
1088	0.9120323559	0.1556501682
1089	0.9120323559	0.1555834086
1090	0.9120323559	0.1555705841
1091	0.9120323559	0.1555468539
1092	0.9120323559	0.1555367441
1093	0.9120323559	0.1554965035
1094	0.9120323559	0.1553583401
1095	0.9120323559	0.1553028861
1096	0.9120323559	0.155260679
1097	0.9120323559	0.1552182259
1098	0.9120323559	0.1552012678
1099	0.9120323559	0.1551849531
1100	0.9120323559	0.1551520145
1101	0.9120323559	0.1551417871
1102	0.9120323559	0.1550729424
1103	0.9120323559	0.1550428934
1104	0.9120323559	0.154935585
1105	0.9131313131	0.1548404501
1106	0.9127652408	0.1547791886
1107	0.9127652408	0.1547322307
1108	0.9127652408	0.1546789079
1109	0.9127652408	0.1546581762
1110	0.9134388683	0.1545188499
1111	0.9134388683	0.1544520504
1112	0.9134388683	0.1544378567
1113	0.9131313131	0.1544198985
1114	0.913497139	0.1543560556
1115	0.9138047138	0.1542044146
1116	0.9138047138	0.1541869293
1117	0.9138047138	0.1541751444
1118	0.9138047138	0.1540943494
1119	0.9138047138	0.1540806539
1120	0.9138047138	0.1540089222
1121	0.9138047138	0.1539692114
1122	0.9138047138	0.15395694
1123	0.9145356662	0.1538832206
1124	0.9145356662	0.1538648902
1125	0.9145356662	0.1538473412
1126	0.9145356662	0.1538194524
1127	0.9145356662	0.153778961
1128	0.9145356662	0.1537634931
1129	0.9149007736	0.1536424294
1130	0.9149007736	0.1536123868
1131	0.9149007736	0.1535990988
1132	0.9149007736	0.1535548502
1133	0.9155734948	0.1534283165
1134	0.9155734948	0.1533388447
1135	0.9155734948	0.1533214607
1136	0.9155734948	0.1533095152
1137	0.9155734948	0.1532728427
1138	0.9155734948	0.1532597221
1139	0.9155734948	0.153112973
1140	0.916302521	0.1529771939
1141	0.916302521	0.1529033726
1142	0.916302521	0.1528697914
1143	0.916302521	0.1528415894
1144	0.9159381305	0.1527892914
1145	0.9155734948	0.1526699795
1146	0.9159381305	0.1526530519
1147	0.916302521	0.1525509014
1148	0.9159946237	0.1524988695
1149	0.916302521	0.1524628839
1150	0.916302521	0.1524272696
1151	0.9166666667	0.1523451275
1152	0.9166666667	0.1523275361
1153	0.9166666667	0.1522943745
1154	0.9166666667	0.1522815538
1155	0.9166666667	0.1521301487
1156	0.9166666667	0.1520952692
1157	0.9166666667	0.1520841022
1158	0.9159381305	0.152031098
1159	0.9159381305	0.1520110629
1160	0.9159381305	0.1520014295
1161	0.916302521	0.151948706
1162	0.9159381305	0.1518115654
1163	0.9159381305	0.1517925371
1164	0.916302521	0.1517599208
1165	0.9166666667	0.1516620511
1166	0.9166666667	0.1515479665
1167	0.9166666667	0.1513788206
1168	0.9166666667	0.1513033715
1169	0.9166666667	0.1512890534
1170	0.9170305677	0.1512232075
1171	0.9170305677	0.1512077177
1172	0.9170305677	0.1511952233
1173	0.9170305677	0.15112262
1174	0.9170305677	0.1510165223
1175	0.9170305677	0.1509745678
1176	0.9170305677	0.1508997729
1177	0.9170305677	0.1508278788
1178	0.9170305677	0.1507562461
1179	0.9177576368	0.1506381623
1180	0.9177576368	0.1506152801
1181	0.9177576368	0.1505873424
1182	0.9177576368	0.1504914803
1183	0.9177576368	0.1504713631
1184	0.9181208054	0.1503387926
1185	0.9177576368	0.1502610591
1186	0.9177576368	0.1502086357
1187	0.9177576368	0.150176256
1188	0.9177576368	0.1501648558
1189	0.9177576368	0.150114012
1190	0.9177576368	0.1499681078
1191	0.9177576368	0.1497847567
1192	0.9177576368	0.149733866
1193	0.9181208054	0.1496354018
1194	0.9181208054	0.1496226742
1195	0.9181208054	0.1496115039
1196	0.9181208054	0.1495199759
1197	0.9181208054	0.1495077655
1198	0.9181208054	0.1494898018
1199	0.9181208054	0.1494735683
1200	0.9181208054	0.1494460499
1201	0.9181208054	0.1493158099
1202	0.9181208054	0.149174668
1203	0.9181208054	0.1491582365
1204	0.9181208054	0.1491162659
1205	0.9181208054	0.1489889929
1206	0.9181208054	0.1489060927
1207	0.9184837303	0.1488453455
1208	0.9184837303	0.148813376
1209	0.9184837303	0.1487557745
1210	0.9184837303	0.1487395986
1211	0.9188464118	0.1486474577
1212	0.9184837303	0.1485731755
1213	0.9184837303	0.1485575826
1214	0.9188464118	0.1485241573
1215	0.9188464118	0.1485078315
1216	0.9188464118	0.1484957565
1217	0.9188464118	0.1484815429
1218	0.9188464118	0.1484143286
1219	0.9192088502	0.1483551713
1220	0.9195710456	0.1483315263
1221	0.9195710456	0.1483013155
1222	0.9195710456	0.1482670274
1223	0.9195710456	0.1480876038
1224	0.9195710456	0.1480703083
1225	0.9195710456	0.1480392822
1226	0.9195710456	0.1479839229
1227	0.9195710456	0.1479443545
1228	0.9195710456	0.1479183975
1229	0.9195710456	0.1478345668
1230	0.9195710456	0.147818635
1231	0.9192088502	0.1477785225
1232	0.9192088502	0.1477673752
1233	0.9192088502	0.1477396959
1234	0.9192088502	0.1477070737
1235	0.9192088502	0.1476626651
1236	0.9195710456	0.147646445
1237	0.9195710456	0.1475590803
1238	0.9195710456	0.1475268235
1239	0.9195710456	0.1474374297
1240	0.9195710456	0.1474114551
1241	0.9195710456	0.1473496277
1242	0.9195710456	0.1473335799
1243	0.9195710456	0.1473242762
1244	0.9195710456	0.1472708597
1245	0.9195710456	0.1471560185
1246	0.9195710456	0.1471311331
1247	0.9195710456	0.1470510367
1248	0.9192088502	0.1470154728
1249	0.9192088502	0.1470012779
1250	0.9192088502	0.1468994995
1251	0.9192088502	0.1468873529
1252	0.9192088502	0.1468360453
1253	0.9192088502	0.1467840418
1254	0.9192088502	0.1467609787
1255	0.9192088502	0.1467298364
1256	0.9192088502	0.1466436427
1257	0.9192088502	0.1465291393
1258	0.9192088502	0.1465184013
1259	0.9192088502	0.1465010632
1260	0.9195710456	0.1463933321
1261	0.9195710456	0.1463339351
1262	0.9199329983	0.1462854248
1263	0.9199329983	0.1462558141
1264	0.9199329983	0.1462262638
1265	0.9199329983	0.1462155024
1266	0.9199329983	0.1462043345
1267	0.9199329983	0.1460925248
1268	0.9202947086	0.145949195
1269	0.9202947086	0.1459403292
1270	0.9202947086	0.1458646212
1271	0.9202947086	0.145797089
1272	0.9206561768	0.1457108378
1273	0.9206561768	0.1455368789
1274	0.9206561768	0.1454429521
1275	0.9206561768	0.1453911735
1276	0.9206561768	0.1453806146
1277	0.9206561768	0.1453636909
1278	0.9206561768	0.1453525224
1279	0.9206561768	0.1452974068
1280	0.9206561768	0.1452584802
1281	0.9206561768	0.1450884238
1282	0.9206561768	0.1450618707
1283	0.9206561768	0.1450448847
1284	0.9206561768	0.145001886
1285	0.9206561768	0.1449913779
1286	0.9206561768	0.1448514405
1287	0.9206561768	0.1448008243
1288	0.9206561768	0.1447222428
1289	0.9206561768	0.1446281132
1290	0.9206561768	0.1446128411
1291	0.9206561768	0.1445935866
1292	0.9206561768	0.1445583441
1293	0.9206561768	0.1445431158
1294	0.9206561768	0.1445099154
1295	0.9206561768	0.1444863468
1296	0.9206561768	0.1444757436
1297	0.9206561768	0.1443596035
1298	0.9206561768	0.1443424853
1299	0.9210174029	0.1442044157
1300	0.9210174029	0.1441694651
1301	0.9210174029	0.1440693729
1302	0.9210174029	0.1440401533
1303	0.9210174029	0.1440145777
1304	0.9210174029	0.1438992056
1305	0.9210174029	0.1438813025
1306	0.9210174029	0.1438559518
1307	0.9210174029	0.1437699172
1308	0.9210174029	0.1437589884
1309	0.9210174029	0.1436367503
1310	0.9210174029	0.1436232812
1311	0.9210174029	0.1435909718
1312	0.9210174029	0.1435621172
1313	0.9210174029	0.1435079231
1314	0.9210174029	0.1434820887
1315	0.9210174029	0.1433590709
1316	0.9210174029	0.1433265401
1317	0.9210174029	0.1432250317
1318	0.9210174029	0.1432178901
1319	0.9210174029	0.1431879696
1320	0.9210174029	0.1431743729
1321	0.9210174029	0.1431593863
1322	0.9210174029	0.1431217184
1323	0.9210174029	0.1430805095
1324	0.9210174029	0.1430697768
1325	0.9210174029	0.1430165423
1326	0.9210174029	0.1429078485
1327	0.9210174029	0.1428977888
1328	0.9210174029	0.142887237
1329	0.9210174029	0.1428627903
1330	0.9210174029	0.1428526343
1331	0.9210174029	0.142723143
1332	0.9210174029	0.1427005113
1333	0.9210174029	0.1426906621
1334	0.9210174029	0.1426663151
1335	0.9210174029	0.1426309856
1336	0.9210174029	0.1426167287
1337	0.9210174029	0.1425399596
1338	0.9210174029	0.1424743703
1339	0.9210174029	0.1424185661
1340	0.9213783874	0.1423591616
1341	0.9213783874	0.1423281538
1342	0.9213783874	0.142175114
1343	0.9217391304	0.1420824178
1344	0.9217391304	0.1420546366
1345	0.9217391304	0.1418927445
1346	0.9217391304	0.1418818838
1347	0.9220996322	0.1418652457
1348	0.9220996322	0.1418515029
1349	0.9220996322	0.141841165
1350	0.922459893	0.1417377315
1351	0.922459893	0.1417272842
1352	0.9228199131	0.1416205767
1353	0.9231796927	0.1415220396
1354	0.9231796927	0.1415055686
1355	0.9231796927	0.1414766696
1356	0.9235392321	0.1413748175
1357	0.9235392321	0.1413457605
1358	0.9235392321	0.1413184746
1359	0.9235392321	0.1412940385
1360	0.9235392321	0.1412609828
1361	0.9238985314	0.1412374247
1362	0.9235392321	0.1411852353
1363	0.9235392321	0.1411552252
1364	0.9238985314	0.1411282015
1365	0.9235392321	0.1410989474
1366	0.9238985314	0.1410887567
1367	0.9238985314	0.1409568382
1368	0.9238985314	0.1409335615
1369	0.9238985314	0.1409039554
1370	0.9238985314	0.1408894491
1371	0.9238985314	0.1408628424
1372	0.9238985314	0.1408398347
1373	0.9235392321	0.140755862
1374	0.9235392321	0.1407039383
1375	0.9235392321	0.1406939651
1376	0.9235392321	0.1406004657
1377	0.9242575909	0.1405771523
1378	0.9242575909	0.140567236
1379	0.9242575909	0.1405399648
1380	0.9242575909	0.1404858581
1381	0.9242575909	0.1404777203
1382	0.9242575909	0.1402982616
1383	0.9242575909	0.1402885124
1384	0.9242575909	0.140186191
1385	0.9242575909	0.1401701661
1386	0.9242575909	0.1401277385
1387	0.9242575909	0.1400161188
1388	0.9242575909	0.1399899722
1389	0.9242575909	0.1399800424
1390	0.9242575909	0.1399698405
1391	0.9242575909	0.1399431532
1392	0.9242575909	0.1399101359
1393	0.9242575909	0.1398666047
1394	0.9245660881	0.1398402482
1395	0.9245660881	0.1398243411
1396	0.9242575909	0.1396983296
1397	0.9242575909	0.1396725231
1398	0.9242575909	0.1396383602
1399	0.9242575909	0.1396224706
1400	0.9242575909	0.1395908403
1401	0.9242575909	0.1395636446
1402	0.9246164109	0.1394373839
1403	0.9246164109	0.1394158462
1404	0.9246164109	0.1393973169
1405	0.9246164109	0.1393539183
1406	0.9246164109	0.1392747248
1407	0.9246164109	0.1392559419
1408	0.9246164109	0.1391992419
1409	0.9246164109	0.1391258711
1410	0.9246164109	0.1390200543
1411	0.9246164109	0.1390014924
1412	0.9246164109	0.1388371136
1413	0.9246164109	0.1388115972
1414	0.9249249249	0.1387057017
1415	0.9249249249	0.1386840265
1416	0.9249249249	0.1386632058
1417	0.9249249249	0.1385793348
1418	0.9249249249	0.1385506579
1419	0.9249249249	0.1385186038
1420	0.9249249249	0.1385085955
1421	0.9249249249	0.138472003
1422	0.9249249249	0.1384537653
1423	0.9249249249	0.1383306074
1424	0.9249249249	0.1383129555
1425	0.9249249249	0.1382900165
1426	0.9252336449	0.1382724934
1427	0.9252336449	0.1381200383
1428	0.9252336449	0.1379759361
1429	0.9252336449	0.1379602769
1430	0.9252336449	0.1379320444
1431	0.9252336449	0.137866696
1432	0.9252336449	0.1378369368
1433	0.9252336449	0.1378144896
1434	0.9252336449	0.1378030081
1435	0.9252336449	0.1377855332
1436	0.9252336449	0.1377639673
1437	0.9252336449	0.1377419376
1438	0.9252336449	0.1376200011
1439	0.9252336449	0.1374389831
1440	0.9252336449	0.1374279673
1441	0.9252336449	0.1374081146
1442	0.9252336449	0.1373734968
1443	0.9252336449	0.1373268449
1444	0.9252336449	0.1372985655
1445	0.9255922589	0.1372586253
1446	0.9255922589	0.1372247316
1447	0.9255922589	0.1372025387
1448	0.9255922589	0.1371927326
1449	0.9255922589	0.1370759728
1450	0.9255922589	0.1370224064
1451	0.9255922589	0.1369209396
1452	0.9255922589	0.1368922129
1453	0.9255922589	0.1368750484
1454	0.9255922589	0.1368581414
1455	0.9255922589	0.1368349818
1456	0.9255922589	0.1368197216
1457	0.9255922589	0.1368021131
1458	0.9255922589	0.1367751552
1459	0.9255922589	0.1367447862
1460	0.9255922589	0.1367209408
1461	0.9255922589	0.1366572635
1462	0.9259506338	0.1365382944
1463	0.9263087696	0.1364725735
1464	0.9263087696	0.1364469831
1465	0.9263087696	0.1363022079
1466	0.9263087696	0.1362910304
1467	0.9263087696	0.1362725435
1468	0.9263087696	0.1362365281
1469	0.9263087696	0.1362190689
1470	0.9259506338	0.1361415881
1471	0.9259506338	0.1360030182
1472	0.9259506338	0.1359812122
1473	0.9259506338	0.1358882056
1474	0.9263087696	0.1357970554
1475	0.9263087696	0.13577547
1476	0.9263087696	0.1357586305
1477	0.9263087696	0.1357490189
1478	0.9263087696	0.1357246523
1479	0.9263087696	0.135703231
1480	0.9263087696	0.1356770554
1481	0.9263087696	0.1356090474
1482	0.9263087696	0.1355613591
1483	0.9263087696	0.135540007
1484	0.9263087696	0.1354588124
1485	0.9263087696	0.1354328102
1486	0.9263087696	0.1354234233
1487	0.9263087696	0.1354038587
1488	0.9263087696	0.1353882588
1489	0.9263087696	0.1352853859
1490	0.9263087696	0.1352667574
1491	0.9263087696	0.1352499918
1492	0.9263087696	0.1352314608
1493	0.9263087696	0.1352138629
1494	0.9263087696	0.135207276
1495	0.9263087696	0.1351204474
1496	0.9263087696	0.1350685991
1497	0.9263087696	0.1349936264
1498	0.9263087696	0.1349725485
1499	0.9263087696	0.1349478799
1500	0.9263087696	0.1349320517
1501	0.9266666667	0.1349135077
1502	0.9266666667	0.1348218811
1503	0.9266666667	0.1347306257
1504	0.9266666667	0.1347110086
1505	0.9266666667	0.1347015788
1506	0.9266666667	0.1346833433
1507	0.9266666667	0.1346585469
1508	0.9266666667	0.1346036763
1509	0.9266666667	0.1345973584
1510	0.9266666667	0.1345100963
1511	0.9266666667	0.1344838372
1512	0.9266666667	0.1344486677
1513	0.9266666667	0.1343522826
1514	0.9266666667	0.1343284259
1515	0.9266666667	0.1342899798
1516	0.9266666667	0.1342806546
1517	0.9266666667	0.1342639451
1518	0.9266666667	0.1342501386
1519	0.9266666667	0.1342408698
1520	0.9266666667	0.1342246549
1521	0.9266666667	0.1342009086
1522	0.9266666667	0.1341710314
1523	0.9266666667	0.1341498026
1524	0.9266666667	0.1340932884
1525	0.9266666667	0.1340745735
1526	0.9266666667	0.134058731
1527	0.9266666667	0.1340417894
1528	0.9266666667	0.133933858
1529	0.9266666667	0.1339153115
1530	0.9266666667	0.1338989448
1531	0.9266666667	0.1338733377
1532	0.9266666667	0.1338572245
1533	0.9266666667	0.1338363535
1534	0.9266666667	0.1338271772
1535	0.9266666667	0.133749726
1536	0.9270243252	0.1336857458
1537	0.9270243252	0.1336722067
1538	0.9270243252	0.1336552807
1539	0.9270243252	0.1336375452
1540	0.9270243252	0.1336184212
1541	0.9270243252	0.1335830275
1542	0.9270243252	0.1335724136
1543	0.9270243252	0.1335001946
1544	0.9270243252	0.1334856391
1545	0.9270243252	0.1334618485
1546	0.9273817455	0.1333949345
1547	0.9277389277	0.1333544668
1548	0.9273817455	0.1332967697
1549	0.9273817455	0.1332811547
1550	0.9273817455	0.1332634787
1551	0.9273817455	0.1332361786
1552	0.9276907697	0.1331834318
1553	0.928	0.1330708413
1554	0.928	0.1330483382
1555	0.928	0.1330301578
1556	0.928	0.1330169406
1557	0.928	0.1329996873
1558	0.928	0.1329833794
1559	0.928	0.1329553681
1560	0.928	0.1328815085
1561	0.928	0.1328266382
1562	0.928	0.1328176917
1563	0.928	0.1327790137
1564	0.928	0.1326786484
1565	0.928	0.1326212575
1566	0.928	0.1325979137
1567	0.928	0.1325748066
1568	0.9283572143	0.1325379213
1569	0.9283572143	0.13252379
1570	0.9283572143	0.1325149731
1571	0.9283572143	0.1325014754
1572	0.9283572143	0.1324703989
1573	0.9283572143	0.1324522401
1574	0.9283572143	0.1324293182
1575	0.9283572143	0.1323221264
1576	0.9283572143	0.1323057327
1577	0.9283572143	0.1322833169
1578	0.9283572143	0.1322402775
1579	0.9283572143	0.1322269697
1580	0.9283572143	0.1322148832
1581	0.9283572143	0.1321533157
1582	0.9287141905	0.1321260311
1583	0.9287141905	0.1321031579
1584	0.9287141905	0.1320811702
1585	0.9287141905	0.1320610636
1586	0.9287141905	0.1319258275
1587	0.9287141905	0.1318632799
1588	0.9287141905	0.1318473191
1589	0.9287141905	0.1318215494
1590	0.9287141905	0.131805275
1591	0.9287141905	0.1317637857
1592	0.9287141905	0.1317442745
1593	0.9287141905	0.1317267197
1594	0.9290709291	0.1317109153
1595	0.9290709291	0.1316983065
1596	0.9287141905	0.1316752112
1597	0.9290709291	0.1316146492
1598	0.9290709291	0.1315992408
1599	0.9290709291	0.1315818863
1600	0.9290709291	0.1315461102
1601	0.9290709291	0.1314821066
1602	0.9290709291	0.1314553539
1603	0.9290709291	0.1314336927
1604	0.9290709291	0.1313435998
1605	0.9290709291	0.1313126214
1606	0.9290709291	0.1312884692
1607	0.9290709291	0.1312574163
1608	0.9290709291	0.1312355685
1609	0.9290709291	0.1312207975
1610	0.9290709291	0.1311917642
1611	0.9290709291	0.1311119811
1612	0.9290709291	0.1310995647
1613	0.9290709291	0.1310928776
1614	0.9290709291	0.1309474437
1615	0.9290709291	0.1309297052
1616	0.9290709291	0.1308349315
1617	0.9290709291	0.1308059757
1618	0.9290709291	0.130780379
1619	0.9290709291	0.1307580717
1620	0.9290709291	0.1307399126
1621	0.9290709291	0.1307291796
1622	0.9290709291	0.1307145253
1623	0.9290709291	0.1307059891
1624	0.9294274301	0.1306861688
1625	0.9294274301	0.1306424634
1626	0.9294274301	0.13057038
1627	0.9294274301	0.1305403297
1628	0.9294274301	0.1305255461
1629	0.9294274301	0.1305159505
1630	0.9294274301	0.1304958586
1631	0.9294274301	0.1304699038
1632	0.9294274301	0.130447846
1633	0.9294274301	0.1304350836
1634	0.9294274301	0.1304227883
1635	0.9294274301	0.1304102684
1636	0.9294274301	0.1303927734
1637	0.9294274301	0.1302698132
1638	0.9297836938	0.1301439523
1639	0.9300932091	0.1300582554
1640	0.9300932091	0.1300326149
1641	0.9300932091	0.130022244
1642	0.9300932091	0.129998403
1643	0.9300932091	0.1299743043
1644	0.9300932091	0.1299578022
1645	0.9300932091	0.129936658
1646	0.9300932091	0.1299231582
1647	0.9300932091	0.1299090922
1648	0.9300932091	0.1298748119
1649	0.9300932091	0.1298649346
1650	0.9300932091	0.1297538643
1651	0.9300932091	0.1297398995
1652	0.9300932091	0.1297168378
1653	0.9300932091	0.1296928369
1654	0.9300932091	0.1296652524
1655	0.9300932091	0.129631109
1656	0.9300932091	0.1295074531
1657	0.9300932091	0.1294934491
1658	0.9300932091	0.1294772255
1659	0.9300932091	0.1294140696
1660	0.9300932091	0.1293924875
1661	0.9300932091	0.1293810081
1662	0.9300932091	0.1293289705
1663	0.9300932091	0.1292762999
1664	0.9300932091	0.1292616388
1665	0.9300932091	0.1292511167
1666	0.9300932091	0.1292292194
1667	0.9300932091	0.1292163857
1668	0.9300932091	0.1291982917
1669	0.9300932091	0.1291053098
1670	0.9300932091	0.1290858
1671	0.9300932091	0.1290607188
1672	0.9300932091	0.1290380461
1673	0.9300932091	0.1290243157
1674	0.9300932091	0.1290047654
1675	0.9300932091	0.1289208393
1676	0.9300932091	0.128907101
1677	0.9300932091	0.1288930591
1678	0.9300932091	0.1288682466
1679	0.9300932091	0.1288394525
1680	0.9300932091	0.1287331201
1681	0.9300932091	0.1287154868
1682	0.9300932091	0.1286408641
1683	0.9300932091	0.1285812558
1684	0.9300932091	0.1285588796
1685	0.9300932091	0.1285395125
1686	0.9300932091	0.1284480088
1687	0.9300932091	0.1284344746
1688	0.9304492512	0.1283797277
1689	0.9304492512	0.1283597469
1690	0.9304492512	0.1282222785
1691	0.9304492512	0.1281839197
1692	0.9304492512	0.1281725411
1693	0.9304492512	0.1281583066
1694	0.9304492512	0.1281406519
1695	0.9304492512	0.1280683176
1696	0.9304492512	0.1279858019
1697	0.9304492512	0.1279575729
1698	0.9304492512	0.1279434362
1699	0.9304492512	0.1279126697
1700	0.9304492512	0.1279012323
1701	0.9308050566	0.1278657025
1702	0.9311606252	0.1278078443
1703	0.9311606252	0.1277770682
1704	0.9311606252	0.1277642821
1705	0.9308050566	0.1276808824
1706	0.9308050566	0.1276625759
1707	0.9308050566	0.1276416847
1708	0.9308050566	0.1276198287
1709	0.9308050566	0.127609463
1710	0.9308050566	0.1275885088
1711	0.9308050566	0.1275643879
1712	0.9308050566	0.1275040232
1713	0.9308050566	0.1274245759
1714	0.9308050566	0.1273989856
1715	0.9308050566	0.1273909451
1716	0.9308050566	0.1273770068
1717	0.9308050566	0.1273631316
1718	0.9308050566	0.127341567
1719	0.9308050566	0.1273208015
1720	0.9308050566	0.1272268107
1721	0.9308050566	0.1271690751
1722	0.9304492512	0.1271070031
