iter	F1	CrossEntropy
109	0.8586460891	0.2860398663
110	0.8590462833	0.2853879039
111	0.8586460891	0.284650314
112	0.8586460891	0.2838271125
113	0.8586460891	0.2830743047
114	0.8578448578	0.2822838047
115	0.8578448578	0.2814117889
116	0.8578448578	0.2806991412
117	0.858245614	0.2798548871
118	0.8586460891	0.2788959699
119	0.858245614	0.278172374
120	0.8586460891	0.2774676966
121	0.8586460891	0.2765465727
122	0.8590462833	0.2755181496
123	0.8586460891	0.2751133741
124	0.8586460891	0.274541856
125	0.8586460891	0.2736541243
126	0.8586460891	0.2728784067
127	0.8586460891	0.2725612223
128	0.8586460891	0.2719752829
129	0.8586460891	0.2712376616
130	0.8590462833	0.2704188999
131	0.8590462833	0.2696070303
132	0.8598458304	0.2686815488
133	0.8590462833	0.2681414531
134	0.859446197	0.2674736607
135	0.859446197	0.2670271419
136	0.8610430522	0.2663774014
137	0.8614415675	0.265602687
138	0.8614415675	0.264845772
139	0.8610430522	0.2640979362
140	0.8610430522	0.2633516849
141	0.8602451839	0.262673322
142	0.8602451839	0.2620076548
143	0.8606442577	0.2616839258
144	0.8606442577	0.2613466694
145	0.8602451839	0.2607719118
146	0.8614415675	0.2601229009
147	0.8610430522	0.2597012854
148	0.8618398041	0.259025799
149	0.8618398041	0.2584497268
150	0.8622377622	0.2576937471
151	0.8622377622	0.2572894632
152	0.8618398041	0.256661152
153	0.8622377622	0.2562013363
154	0.8629370629	0.2554848492
155	0.8629370629	0.2549734033
156	0.8629370629	0.2544320837
157	0.8629370629	0.2537546376
158	0.8621413576	0.2532592457
159	0.8633344984	0.2530553598
160	0.8633344984	0.2524481608
161	0.8636363636	0.2519044321
162	0.8636363636	0.2514225403
163	0.8640335547	0.25083047
164	0.8640335547	0.2504179731
165	0.8636363636	0.2499943164
166	0.8636363636	0.2498048698
167	0.8640335547	0.2492854675
168	0.8640335547	0.2486922443
169	0.8640335547	0.2481808282
170	0.8644304682	0.2477596144
171	0.8640335547	0.2471826862
172	0.8644304682	0.2469223672
173	0.8644304682	0.2462403783
174	0.8644304682	0.2457619432
175	0.8644304682	0.2453414872
176	0.8648271044	0.2449355296
177	0.8652234637	0.244347598
178	0.8656195462	0.2438593856
179	0.864921466	0.2433820727
180	0.8653175157	0.2429498295
181	0.8657132892	0.2425673704
182	0.8661087866	0.2421832146
183	0.8657132892	0.2420117649
184	0.8653175157	0.2416659586
185	0.8657132892	0.2413711092
186	0.8657132892	0.240907481
187	0.8661087866	0.2404009629
188	0.8661087866	0.2399452251
189	0.8661087866	0.2396251537
190	0.8665040084	0.2392817267
191	0.8665040084	0.2388816463
192	0.8665040084	0.2387558896
193	0.8665040084	0.2383124902
194	0.8665040084	0.2378657084
195	0.8665040084	0.2375607641
196	0.8661087866	0.2370443641
197	0.8665040084	0.2367439905
198	0.8665040084	0.2362774638
199	0.8668989547	0.2359480333
200	0.8665040084	0.2355830766
201	0.8662020906	0.2353897806
202	0.8665970045	0.235072896
203	0.8665970045	0.2348715661
204	0.8665970045	0.2345229945
205	0.8665970045	0.234308733
206	0.8665970045	0.2342037098
207	0.8665970045	0.2338215211
208	0.8669916435	0.2333399657
209	0.8669916435	0.2329214786
210	0.8669916435	0.2325971588
211	0.8669916435	0.2324183507
212	0.8669916435	0.2321869984
213	0.8669916435	0.2318461163
214	0.8673860077	0.2315613513
215	0.8673860077	0.2312861522
216	0.8673860077	0.2309855854
217	0.8673860077	0.2307542325
218	0.8669916435	0.230314214
219	0.8669916435	0.2301186151
220	0.8673860077	0.22980136
221	0.8669916435	0.2295174422
222	0.8669916435	0.2292508055
223	0.8673860077	0.2291810968
224	0.8669916435	0.2289182238
225	0.8673860077	0.2286745362
226	0.8673860077	0.2283213126
227	0.8669916435	0.2279940775
228	0.8669916435	0.227631518
229	0.8669916435	0.2273380151
230	0.8669916435	0.2270386902
231	0.8673860077	0.2267915477
232	0.8676880223	0.226632789
233	0.8676880223	0.2263178201
234	0.8676880223	0.2260580761
235	0.8676880223	0.2259842289
236	0.8676880223	0.2257391605
237	0.8679902473	0.2254425
238	0.8679902473	0.2253015658
239	0.8679902473	0.2250350014
240	0.8679902473	0.2248205491
241	0.8679902473	0.2245693482
242	0.8679902473	0.2244694441
243	0.8679902473	0.2241240667
244	0.8679902473	0.2239502159
245	0.8679902473	0.2238868603
246	0.8679902473	0.2235025416
247	0.8679902473	0.2233276902
248	0.8679902473	0.2231284004
249	0.8683844011	0.2228142228
250	0.8679902473	0.222653204
251	0.8679902473	0.2225437083
252	0.8679902473	0.2224717461
253	0.8679902473	0.2223518501
254	0.8679902473	0.2220727085
255	0.8679902473	0.222012139
256	0.8679902473	0.221850198
257	0.8679902473	0.2215533197
258	0.8683844011	0.2213869763
259	0.8683844011	0.2212663541
260	0.8687782805	0.2211008142
261	0.8687782805	0.221049401
262	0.8683844011	0.220984208
263	0.8687782805	0.2208195154
264	0.8687782805	0.220528779
265	0.8687782805	0.220430513
266	0.8690807799	0.2202511227
267	0.8690807799	0.2199635421
268	0.8690807799	0.2198596649
269	0.8690807799	0.2195368978
270	0.8690807799	0.2193906929
271	0.8690807799	0.219149272
272	0.8690807799	0.218839666
273	0.8690807799	0.2185611233
274	0.8690807799	0.2183588351
275	0.8690807799	0.218074218
276	0.8690807799	0.2179568006
277	0.8690807799	0.2179398214
278	0.8691718859	0.2177176034
279	0.869474417	0.2174505291
280	0.8698677801	0.2171301793
281	0.8698677801	0.217092654
282	0.8701705534	0.2169668187
283	0.8697771588	0.2167061633
284	0.8697771588	0.2164850861
285	0.8697771588	0.2164273925
286	0.8701705534	0.2162293035
287	0.8697771588	0.216059033
288	0.8697771588	0.2160362104
289	0.8697771588	0.2158780047
290	0.8697771588	0.2158013316
291	0.8701705534	0.2157332948
292	0.8701705534	0.2154890758
293	0.8701705534	0.2152561047
294	0.8701705534	0.2151564635
295	0.8701705534	0.2150746608
296	0.8701705534	0.2148481128
297	0.8701705534	0.2147906035
298	0.8701705534	0.2146435423
299	0.8701705534	0.2145330942
300	0.8705636743	0.2142975191
301	0.8701705534	0.214274182
302	0.8705636743	0.2142032332
303	0.8705636743	0.2141145812
304	0.8702608696	0.2140163808
305	0.8702608696	0.2138682679
306	0.8709565217	0.21360888
307	0.8706536857	0.2134703846
308	0.8706536857	0.2131998689
309	0.8706536857	0.2130662005
310	0.8706536857	0.2130453803
311	0.8706536857	0.2129206572
312	0.8706536857	0.2126604481
313	0.8706536857	0.2124977846
314	0.8706536857	0.2124752491
315	0.8710462287	0.2122462938
316	0.8710462287	0.2118853673
317	0.871438499	0.2117107664
318	0.871438499	0.2116230788
319	0.871438499	0.2114570401
320	0.871438499	0.2113657131
321	0.871438499	0.2112424065
322	0.871438499	0.2111315873
323	0.871438499	0.2110099001
324	0.871438499	0.2108674351
325	0.8719194724	0.2107833342
326	0.8718304967	0.2106632172
327	0.8718304967	0.2105154899
328	0.8718304967	0.2104632087
329	0.8718304967	0.210288261
330	0.8718304967	0.2102291985
331	0.8718304967	0.2101474428
332	0.8718304967	0.2101079043
333	0.8718304967	0.2099823857
334	0.8722222222	0.2098463323
335	0.8722222222	0.2098196567
336	0.8718304967	0.2095711143
337	0.8722222222	0.2094819643
338	0.8722222222	0.2094372973
339	0.8722222222	0.2093043219
340	0.8726136758	0.2091850519
341	0.8722222222	0.2090335259
342	0.8722222222	0.2089483256
343	0.8729166667	0.2086720471
344	0.8729166667	0.2085528623
345	0.8729166667	0.2084064367
346	0.8729166667	0.2082718369
347	0.8729166667	0.2081749197
348	0.8725251824	0.2079473537
349	0.8729166667	0.2078428786
350	0.8729166667	0.207740801
351	0.8729166667	0.2075782897
352	0.873219868	0.2074780801
353	0.873219868	0.2073066738
354	0.873219868	0.2072543067
355	0.873219868	0.2071564967
356	0.8736111111	0.206932581
357	0.873219868	0.2067915809
358	0.8736111111	0.2065379631
359	0.8740020826	0.2063885958
360	0.8736111111	0.2063082394
361	0.8736111111	0.2062453385
362	0.8736111111	0.2061732969
363	0.8736111111	0.2061175739
364	0.8736111111	0.2060404518
365	0.8743927828	0.2059738818
366	0.8743927828	0.2059433574
367	0.8750867453	0.2058547277
368	0.874696286	0.2057862991
369	0.874696286	0.2056980159
370	0.8750867453	0.2054961114
371	0.874696286	0.2053746259
372	0.874696286	0.2053367066
373	0.874696286	0.2052280662
374	0.8750867453	0.2051861814
375	0.8750867453	0.2051644343
376	0.874696286	0.2050389066
377	0.874696286	0.2049309912
378	0.874696286	0.2048406914
379	0.874696286	0.2047305759
380	0.8750867453	0.2046105582
381	0.8750867453	0.2045148472
382	0.8754769337	0.2043291057
383	0.8754769337	0.20403086
384	0.8766458766	0.203845553
385	0.8762564991	0.2037475244
386	0.8766458766	0.2036987717
387	0.8770349844	0.2035298739
388	0.8771201108	0.2034415676
389	0.8771201108	0.2033617522
390	0.8771201108	0.2032302416
391	0.8771201108	0.2031998566
392	0.8771201108	0.2029593734
393	0.8771201108	0.2027779337
394	0.8775086505	0.202605771
395	0.8778969215	0.2024673585
396	0.8775086505	0.2023147141
397	0.8775086505	0.202297603
398	0.8775086505	0.2021297737
399	0.8778969215	0.2020007379
400	0.8775086505	0.2018695629
401	0.877593361	0.2017827116
402	0.877593361	0.2016511723
403	0.877593361	0.2016307927
404	0.877593361	0.2015349022
405	0.8778969215	0.2013356872
406	0.8778969215	0.2011260035
407	0.878200692	0.2009624291
408	0.8785887236	0.2009173361
409	0.8785887236	0.2008462847
410	0.8785887236	0.2007080628
411	0.8785887236	0.2005798025
412	0.8785887236	0.2005457801
413	0.8782849239	0.2004081336
414	0.8789764869	0.2003543445
415	0.8782849239	0.200282351
416	0.8782849239	0.2002130422
417	0.8787564767	0.1999695375
418	0.8787564767	0.1999375282
419	0.8791436464	0.1998057992
420	0.8795305488	0.1996643173
421	0.8795305488	0.1995981255
422	0.8795305488	0.1995899547
423	0.8791436464	0.1994894824
424	0.8791436464	0.1993873902
425	0.8791436464	0.1992379027
426	0.8791436464	0.1991717077
427	0.8791436464	0.1991177416
428	0.8791436464	0.1990295381
429	0.8791436464	0.198945528
430	0.8791436464	0.1987813289
431	0.8791436464	0.1986808952
432	0.8791436464	0.1985018073
433	0.8791436464	0.1984106552
434	0.8791436464	0.198316199
435	0.8791436464	0.1982504098
436	0.8791436464	0.1981747895
437	0.8791436464	0.1980191058
438	0.8791436464	0.1979290015
439	0.8791436464	0.1978656541
440	0.8791436464	0.1978466401
441	0.8795305488	0.1976385312
442	0.8795305488	0.1975983333
443	0.8795305488	0.1975952956
444	0.8803035529	0.197510187
445	0.8806896552	0.1972836916
446	0.8806896552	0.19723872
447	0.8806896552	0.1971190653
448	0.8806896552	0.1970174906
449	0.8799171843	0.1969661826
450	0.8806896552	0.1968490677
451	0.8806896552	0.1967889864
452	0.8806896552	0.1967753063
453	0.8803035529	0.1967059601
454	0.8803035529	0.1966604351
455	0.8803035529	0.1965180318
456	0.8803035529	0.1964086073
457	0.8803035529	0.1963677079
458	0.8803035529	0.1962152337
459	0.8806896552	0.1961382003
460	0.8806896552	0.1960517773
461	0.8806896552	0.1960232939
462	0.8806896552	0.195953083
463	0.8806896552	0.1959309999
464	0.8806896552	0.1958900307
465	0.8806896552	0.1958517456
466	0.8806896552	0.1956604418
467	0.8806896552	0.1955282206
468	0.8806896552	0.1954468554
469	0.8806896552	0.1952986159
470	0.8806896552	0.1952261122
471	0.8810754912	0.1951491123
472	0.8810754912	0.1951267209
473	0.8810754912	0.1950713609
474	0.8814610613	0.1949438163
475	0.8814610613	0.1949007426
476	0.8814610613	0.1948192981
477	0.8814610613	0.1947796408
478	0.8814610613	0.1947377469
479	0.8814610613	0.1946298398
480	0.8818463658	0.1945930927
481	0.8818463658	0.1944751048
482	0.8818463658	0.1944705321
483	0.8818463658	0.1944393289
484	0.8818463658	0.1944017863
485	0.8818463658	0.1943556193
486	0.8818463658	0.1942768056
487	0.882231405	0.1941713555
488	0.882231405	0.1941071536
489	0.882231405	0.1939965072
490	0.882616179	0.1938109584
491	0.882616179	0.1937131926
492	0.882616179	0.1936366245
493	0.882616179	0.1936311141
494	0.882616179	0.1936077871
495	0.882616179	0.1935732278
496	0.882616179	0.1935237821
497	0.882616179	0.1934639912
498	0.882616179	0.1933694639
499	0.8830006882	0.1932239364
500	0.8830006882	0.1931749693
501	0.8830006882	0.1931666183
502	0.8830006882	0.193048169
503	0.8830006882	0.1929757777
504	0.8830006882	0.1929046243
505	0.8833046472	0.1927851294
506	0.8836889195	0.1927357242
507	0.8836889195	0.1927242718
508	0.8836889195	0.1926647441
509	0.8836889195	0.1925440433
510	0.8836889195	0.192451271
511	0.8836889195	0.1924132209
512	0.8836889195	0.192194645
513	0.8836889195	0.1921603917
514	0.8833849329	0.1921063262
515	0.8833849329	0.1920572339
516	0.8833849329	0.1920153545
517	0.8833849329	0.1919591852
518	0.8833849329	0.1919185225
519	0.8833849329	0.1919009118
520	0.8833849329	0.1918459874
521	0.8833849329	0.1916955073
522	0.8833849329	0.1916439598
523	0.8836889195	0.1915269271
524	0.8836889195	0.1914771657
525	0.8836889195	0.1914454882
526	0.8833849329	0.1914363158
527	0.8833849329	0.1914181836
528	0.8836889195	0.1913016153
529	0.8837689133	0.1912709578
530	0.8837689133	0.1912093806
531	0.8837689133	0.1911899356
532	0.8837689133	0.1911437099
533	0.8837689133	0.1911247495
534	0.8837689133	0.1911053221
535	0.8840729274	0.1910389384
536	0.8840729274	0.1909445527
537	0.8836889195	0.1908746106
538	0.8833849329	0.1908079603
539	0.8833849329	0.1907574056
540	0.8837689133	0.1907105836
541	0.8841526298	0.1906140119
542	0.8841526298	0.1903905395
543	0.8841526298	0.1903295844
544	0.8845360825	0.1901680777
545	0.8842322226	0.1900367297
546	0.8842322226	0.189924877
547	0.8842322226	0.1898670037
548	0.8842322226	0.1898212679
549	0.8842322226	0.1898045135
550	0.8842322226	0.18960771
551	0.8846153846	0.1895446489
552	0.8846153846	0.1894973978
553	0.8846153846	0.1894602307
554	0.8846153846	0.1894404101
555	0.8846153846	0.1893804063
556	0.8846153846	0.1893295767
557	0.8846153846	0.1891119877
558	0.8846153846	0.1890494543
559	0.8846153846	0.1890398887
560	0.8846153846	0.1889495539
561	0.8846153846	0.1888933614
562	0.8846153846	0.1888216671
563	0.8846153846	0.1887710173
564	0.8846153846	0.1887547192
565	0.8846153846	0.1886942426
566	0.8846153846	0.1886519105
567	0.8846153846	0.1886304392
568	0.8846153846	0.1885877311
569	0.8846153846	0.1885598085
570	0.8846153846	0.188525713
571	0.8846153846	0.1884725561
572	0.8846153846	0.188405394
573	0.8846153846	0.188397003
574	0.8849982836	0.18821981
575	0.8849982836	0.1880826543
576	0.8849982836	0.1879970075
577	0.8849982836	0.187970257
578	0.8849982836	0.1879202147
579	0.8849982836	0.1879112934
580	0.8849982836	0.1878789203
581	0.8849982836	0.1878199053
582	0.8849982836	0.1876899575
583	0.8849982836	0.1876522847
584	0.8849982836	0.1875262419
585	0.8853809197	0.1873449561
586	0.8853809197	0.1873191123
587	0.8853809197	0.1872374938
588	0.8853809197	0.1871999756
589	0.885684861	0.1870650387
590	0.8853809197	0.1870486671
591	0.8853809197	0.1869980069
592	0.8853809197	0.1869970633
593	0.885684861	0.1869555345
594	0.8853809197	0.1869402637
595	0.885684861	0.1869135898
596	0.8853809197	0.1868288463
597	0.8853809197	0.1868186038
598	0.8853809197	0.186793634
599	0.8853809197	0.1866921258
600	0.8853809197	0.1866675712
601	0.8853809197	0.1865435308
602	0.8853809197	0.1865127094
603	0.8853809197	0.1864842656
604	0.8853809197	0.1863890006
605	0.8853809197	0.1863436212
606	0.8853809197	0.1863330265
607	0.8853809197	0.1862950032
608	0.8853809197	0.1862898727
609	0.8853809197	0.1861907758
610	0.8853809197	0.1861437301
611	0.8853809197	0.1860933532
612	0.8853809197	0.1860319665
613	0.8853809197	0.1859450995
614	0.8853809197	0.1858870758
615	0.8853809197	0.1858371014
616	0.8853809197	0.185720101
617	0.8853809197	0.1855446364
618	0.8853809197	0.1854963613
619	0.8861454047	0.1854623358
620	0.886527254	0.1853467508
621	0.8869088417	0.1852445696
622	0.8869088417	0.1852387826
623	0.886527254	0.1851431723
624	0.8869088417	0.1850468894
625	0.8869088417	0.1850399705
626	0.8869088417	0.1850124889
627	0.8872901679	0.1848845813
628	0.8872901679	0.1848605222
629	0.8872901679	0.1847321291
630	0.8869088417	0.1847042806
631	0.8869088417	0.1846474112
632	0.8876712329	0.1844249613
633	0.888052037	0.1843841955
634	0.8876712329	0.184360572
635	0.888052037	0.1843356234
636	0.888052037	0.1842874004
637	0.888052037	0.1841501188
638	0.888052037	0.1840778411
639	0.888052037	0.1840450072
640	0.888052037	0.1840163954
641	0.888052037	0.1839885737
642	0.8876712329	0.1839102812
643	0.888052037	0.1837974747
644	0.888052037	0.1836967899
645	0.888052037	0.1836797201
646	0.8884325804	0.1835631636
647	0.8884325804	0.1835581645
648	0.8884325804	0.1835007486
649	0.8888128635	0.1834555227
650	0.8888128635	0.1834042144
651	0.8884325804	0.1832680281
652	0.8884325804	0.183244213
653	0.8884325804	0.1832353674
654	0.8888128635	0.1831244048
655	0.8891928865	0.1829805362
656	0.8891928865	0.1829566794
657	0.8891928865	0.1829105766
658	0.889497092	0.1827577227
659	0.889497092	0.1827308144
660	0.889497092	0.1827024447
661	0.889497092	0.1826949983
662	0.889497092	0.1826003627
663	0.889497092	0.1825402259
664	0.889497092	0.1824658755
665	0.889497092	0.1823871765
666	0.889497092	0.1823727463
667	0.8891170431	0.1822809267
668	0.8891170431	0.18226274
669	0.8891170431	0.1822332257
670	0.8891170431	0.1822323483
671	0.889497092	0.1821821168
672	0.889497092	0.1821402226
673	0.889876881	0.1820950176
674	0.889497092	0.1820413953
675	0.889497092	0.1819744278
676	0.8902564103	0.1819289885
677	0.8899521531	0.1818438811
678	0.8903313973	0.1818079946
679	0.8903313973	0.1817363835
680	0.8903313973	0.1816436909
681	0.8903313973	0.1816109728
682	0.8903313973	0.1816026516
683	0.8907103825	0.1815604764
684	0.8910146908	0.1814771601
685	0.8907103825	0.1812802445
686	0.8907103825	0.1812261725
687	0.8907849829	0.1811689319
688	0.8907849829	0.1811351011
689	0.8907849829	0.1810824988
690	0.8907849829	0.181007495
691	0.8907849829	0.1809809544
692	0.8907849829	0.1808652489
693	0.8907849829	0.1807215706
694	0.8907849829	0.1806640851
695	0.8914675768	0.180476082
696	0.8918457864	0.1803690687
697	0.8918457864	0.1803231697
698	0.8918457864	0.1802414046
699	0.8918457864	0.1802319242
700	0.8918457864	0.1802310534
701	0.8918457864	0.1801454019
702	0.8922237381	0.1800765428
703	0.892601432	0.1799910081
704	0.892601432	0.1799576514
705	0.8929788684	0.1797657099
706	0.8929788684	0.1797362689
707	0.8929788684	0.1797100639
708	0.892601432	0.1795683616
709	0.892601432	0.1794894722
710	0.892601432	0.1794177152
711	0.8929788684	0.1793795982
712	0.8929788684	0.1793426562
713	0.8929788684	0.1792620861
714	0.8929788684	0.179195047
715	0.8929788684	0.1791147207
716	0.8929788684	0.1790456232
717	0.8929788684	0.1790260473
718	0.8929788684	0.1789957403
719	0.8929788684	0.1789704993
720	0.8929788684	0.1789443102
721	0.8929788684	0.1789082551
722	0.8929788684	0.1788485225
723	0.8929788684	0.1787681132
724	0.8933560477	0.1787562169
725	0.89373297	0.1786787215
726	0.89373297	0.1786618184
727	0.89373297	0.1785703192
728	0.8941096357	0.1784992871
729	0.8941096357	0.1784413561
730	0.8941096357	0.1783681286
731	0.8941096357	0.1782307821
732	0.8941096357	0.1782299385
733	0.8941096357	0.1781894497
734	0.8944860449	0.1781026283
735	0.8944860449	0.1780328741
736	0.8944860449	0.1779632286
737	0.8941816945	0.1778310214
738	0.8941816945	0.1778245738
739	0.8941816945	0.1776458084
740	0.8941816945	0.1776067249
741	0.8945578231	0.1775158465
742	0.8945578231	0.1774931801
743	0.8941816945	0.1774067217
744	0.8945578231	0.1773640991
745	0.8945578231	0.1772777793
746	0.8945578231	0.1772680522
747	0.8945578231	0.1772612444
748	0.8945578231	0.1771844881
749	0.8945578231	0.1771614671
750	0.8945578231	0.1771435023
751	0.8945578231	0.1771344366
752	0.8945578231	0.1770992317
753	0.8945578231	0.1770379683
754	0.894933696	0.1769892621
755	0.894933696	0.1768988691
756	0.894933696	0.176890562
757	0.8953093134	0.176768619
758	0.8953093134	0.1767246746
759	0.8959183673	0.1766123986
760	0.8956137368	0.1765825785
761	0.8959183673	0.1764740733
762	0.8959183673	0.1763257916
763	0.8956137368	0.1760775424
764	0.8956137368	0.1760495111
765	0.8956137368	0.1759442482
766	0.8953093134	0.1758869978
767	0.8953093134	0.1758849956
768	0.8953093134	0.1758721215
769	0.8956846755	0.1758027925
770	0.895989123	0.1757905966
771	0.8956846755	0.1756653913
772	0.8963642542	0.1755984672
773	0.895989123	0.1755542767
774	0.895989123	0.1755473344
775	0.895989123	0.175527462
776	0.895989123	0.1753843288
777	0.895989123	0.1752458297
778	0.895989123	0.1752122129
779	0.895989123	0.1751740601
780	0.895989123	0.1751577907
781	0.8966689327	0.1750905086
782	0.8966689327	0.175045009
783	0.8963642542	0.1750131467
784	0.8966689327	0.1749289224
785	0.8963642542	0.1748782096
786	0.8963642542	0.174826581
787	0.8966689327	0.1747167465
788	0.8966689327	0.1745899104
789	0.8967391304	0.174475023
790	0.8967391304	0.174465008
791	0.8967391304	0.1744015485
792	0.8977928693	0.1742716808
793	0.8980978261	0.1741499225
794	0.8980978261	0.1741358368
795	0.8980978261	0.174103782
796	0.8977928693	0.174053237
797	0.8977234115	0.1738893566
798	0.8977234115	0.1737785328
799	0.8974184783	0.1737055126
800	0.8971137521	0.1736122357
801	0.8977928693	0.1735796069
802	0.8974881195	0.1734965526
803	0.8977928693	0.1732910538
804	0.8977928693	0.1732853162
805	0.8977928693	0.1732399578
806	0.8977928693	0.1732159142
807	0.8977928693	0.1731904097
808	0.8974881195	0.173053267
809	0.8974881195	0.1729810759
810	0.8977928693	0.1728679445
811	0.8977928693	0.1727882325
812	0.8977928693	0.1727229337
813	0.8977928693	0.1726051749
814	0.8977928693	0.1724984894
815	0.8977928693	0.1724876759
816	0.8977928693	0.1724433138
817	0.8977928693	0.1724106171
818	0.8977928693	0.1724005244
819	0.8977928693	0.1723873763
820	0.8977928693	0.1723716428
821	0.8977928693	0.1723357073
822	0.8977928693	0.1722854878
823	0.898540889	0.1721558414
824	0.898540889	0.1721495206
825	0.8981670061	0.1721156195
826	0.898540889	0.1721060779
827	0.8981670061	0.1720152542
828	0.8981670061	0.1719868122
829	0.8981670061	0.1718686275
830	0.8981670061	0.1717921499
831	0.8981670061	0.171758291
832	0.8981670061	0.1717362205
833	0.8989145183	0.1716885771
834	0.8995929444	0.1715914249
835	0.8995929444	0.1715238971
836	0.8995929444	0.1714253308
837	0.8999660902	0.1713405676
838	0.8995929444	0.1711810346
839	0.9003389831	0.1710805532
840	0.9003389831	0.1710547375
841	0.9007116232	0.1710009717
842	0.9007116232	0.1709836852
843	0.9003389831	0.170905863
844	0.9003389831	0.1708624913
845	0.9003389831	0.1708279195
846	0.9003389831	0.1707998678
847	0.9007116232	0.1707298337
848	0.9007116232	0.1706941437
849	0.9007116232	0.1706743966
850	0.9007116232	0.1706678932
851	0.9007116232	0.1705572929
852	0.9007116232	0.1705238988
853	0.9014561463	0.1703713977
854	0.9018280298	0.170258097
855	0.9018280298	0.1702129239
856	0.9018280298	0.1701804383
857	0.9018280298	0.1699631777
858	0.9018280298	0.1699091349
859	0.9021334236	0.1697892803
860	0.9021334236	0.1697723563
861	0.9021334236	0.1697557393
862	0.9021996616	0.1696297826
863	0.9021996616	0.1696203722
864	0.9021996616	0.1695127641
865	0.9021996616	0.1694446287
866	0.9025050779	0.1693323992
867	0.9025050779	0.1692667332
868	0.9021996616	0.1692084866
869	0.9021996616	0.1690876227
870	0.902810701	0.1689762308
871	0.902810701	0.1689002366
872	0.902810701	0.1688877114
873	0.902810701	0.1687824977
874	0.902810701	0.1687366544
875	0.902810701	0.168729659
876	0.902810701	0.1687168193
877	0.902810701	0.1686480387
878	0.902810701	0.1685191016
879	0.902810701	0.168437198
880	0.902810701	0.1683768682
881	0.902810701	0.1683025371
882	0.902810701	0.1681936478
883	0.902810701	0.1681586524
884	0.902810701	0.1681451939
885	0.902810701	0.1681035596
